CCODE,JOB_CLASS_ID,JOB_CLASS
PS,23697,Autism and Behavioral Specialist
PS,,Behavioral/Inclusion  Specialist
PS,,Coordinator of Special Education
PS,23703,Counselor
PS,,Deaf and Hard of Hearing
PS,,Director of Special Education
PS,23706,"Director, Child Welfare and Attendance"
PS,,District Community Liaison
PS,,Early Childhood Education Coordinator
PS,,Elementary Principal
PS,,LMFT
PS,,LVN (Licensed Vocational Nurse)
PS,,LVN (Licensed Voccational Nurse)
PS,23716,Learning Disability Program Resource Teacher
PS,23719,Nurse
PS,,Nurse Assistant
PS,,OT (Occupational Therapist)
PS,,Occupational Therapy
PS,,Office Specialist
PS,,Office Specialist - DHS Alternative Education 
PS,23720,Office Specialist - District
PS,23721,Office Specialist - School
PS,23722,Office Technician
PS,,Office technician
PS,,Physical Therapist
PS,23723,Principal
PS,23729,Program Specialist
PS,23731,Psychologist
PS,,Resource Specialist
PS,,Resource Specialist Teacher
PS,,Resource Specialist Teacher 
PS,,Resource Teacher
PS,,SPED Teacher
PS,,School Community Liaison
PS,,School Community Liaison 
PS,,School Counselor
PS,,School Nurse
PS,23733,School Nurse Assistant
PS,,School Psychologist
PS,,School/Community Aide
PS,23745,Senior Administrative Assistant
PS,23750,Sign Language Interpreter
PS,,Site Coordinator
PS,,Speacial Day Class Teacher
PS,,Special Day Class
PS,,Special Day Class (SDC) Teacher
PS,,Special Day Class Teacher
PS,,Special Day Teacher
PS,23751,Special Education Aide Supervisor
PS,,Special Education Teacher
PS,23752,Speech & Hearing Therapist
PS,,Speech Therapist
PS,,TOSA (Teacher on Special Assignment)
PS,,Teacher
PS,,Teacher Special Education
PS,,VICE PRINCIPAL
PS,23759,Vice Principal
PS,,Vice Principal High School
PS,,counselor
PS,,principal
PS,,teacher
RC,,Office Manager
RC,,Program Director/Principal
RC,,Psychologist
RC,,School Nurse
RC,,Speech Therapist
RC,,Speech and Language Therapist
RC,,Teacher
RC,,teacher
RD,,Principal
RD,,Resource Specialist Teacher
RD,,School Secretary/Aide
RD,,Special Ed/Special Day Class Techer
RD,,Speech Lang. Therapist
RD,,Superintendent
RE,, Principal
RE,,Assistant Principal
RE,,Assistant Principle/Program Coordinator
RE,,Family Advocate Supervisor
RE,,Principal
RE,,Psychologist
RE,,Resource Specialist Program Teacher
RE,,Resource Specialist Teacher
RE,,Special Day Class Teacher
RE,,Special Education Program Coordinator/MAA Coordinator
RE,,Speech/Language Therapist
RE,,Superintendent
RE,,principal
RI,,Administrative Secretary I
RI,24179,Administrator
RI,,Assistant Principal
RI,24182,Attendance Clerk
RI,,Attendance Clerk Middle School
RI,,Counselor
RI,,Director
RI,,Family Development Worker
RI,24188,Health Clerk
RI,,Office Manager
RI,,Principal
RI,,Psychologist
RI,,Receptionist/Clerk
RI,,School Counselor
RI,24189,School Nurse
RI,,School Office Manager
RI,24191,School Psychologist
RI,,Secretary
RI,,Special Education Teacher
RI,,Speech Therapist
RI,24195,Translator
RI,,Typist Clerk III
RI,,attendance/health
RI,,counselor
RL,23232,Adapted Physical Education
RL,,Assistant Principal
RL,23235,Budget Analyst
RL,,Catagorical Administrator
RL,,Compliance Support Secy
RL,23237,Comprehensive High School Principal
RL,,Coordinator of Athletics
RL,23238,"Coordinator, Special Education"
RL,23240,Counselor
RL,,Counselor/Secondary Classroom Teacher (split position)
RL,,Director of Student Services
RL,,ELEMENTARY PRINCIPAL
RL,,Elementary Categorical Administrator
RL,23246,Elementary Principal
RL,,Enrollment Center Clerk
RL,,Enrollment Clerk
RL,,Enrollment Clerk II
RL,,Enrollment/Data Center Supervisor
RL,,Guidance Counselor
RL,,Health Tech
RL,,Health Technician
RL,23248,High School Assistant Principal
RL,,High School Counselor
RL,,High School Principal
RL,,Language speech & hearing specialist
RL,23249,Middle School Assistant Principal
RL,23250,Middle School Principal
RL,,Office Manager
RL,,Principal
RL,,Principal - Elementary
RL,,Principal - Management
RL,23251,School Clerk
RL,23253,School Office Manager
RL,23254,School Psychologist
RL,,Secretary II
RL,,Secretary III
RL,,Site Supervisor
RL,23256,Special Education Teacher
RL,,Special Services Coordinator
RL,,Speech Language Specialist
RL,23257,Speech and Language Specialist
RL,,Speech-Language Pathologist
RL,,assistant principal
RL,,counselor
RL,,counselor/teacher
RL,,elementary principal
RL,,office manager
RL,,school clerk
RL,,school psychologist
RL,,secretary ll
RL,,speech language pathologist
RL,,teacher
RO,,Principal
RO,,Secretary-MAA Coordinator
RO,,Special Education Teacher
RO,,Speech/Language  Therapist
RO,,Superintendent/Principal
RU,,ATTENDANCE/RECORDS CLERK
RU,,Adapted P.E. Specialist
RU,,Administrative Secretary II 
RU,,Administrator
RU,,Assistant Principal
RU,,Assistant Principal 
RU,,Athletic Director
RU,23270,Athletic Trainer
RU,,Attendance  Specialist
RU,,Attendance Clerk
RU,,Attendance Records Clear 
RU,,Attendance Records Clerk
RU,23275,Attendance Specialist
RU,23276,Attendance Supervisor
RU,23274,Attendance/Records Clerk
RU,23277,Behavior Specialist
RU,,CLERK TYPIST II
RU,,COUNSELOR
RU,,Categorical Project Clerk
RU,23280,Child Development Teacher
RU,,Classified
RU,,Clerk II
RU,,Clerk Typist II
RU,23282,Clerk Typist III
RU,,Clerk Typist ll
RU,,Community Liaison
RU,23283,Community Liaison Aide
RU,,Community Liaison Aide 
RU,,Coordinator 1 Special Education
RU,,"Coordinator, Special Education"
RU,23288,Counselor
RU,,Director
RU,,"Director II, Child Welfare and Attendance"
RU,,Director of Health Services
RU,,"Director, Child Development"
RU,,ELEMENTARY ADMIN.
RU,,Elem Classroom Teacher - K
RU,,Elem. Classroom Teacher - K
RU,,Elementary Administrator
RU,,Elementary Classroom Teacher - K
RU,,Elementary Classroom Teacher - K 
RU,,Elementary Classroom Teacher-K
RU,,Elementary Classroom Teacher-Kindergarten
RU,,Elementary Classroom Teachrer - Kindergarten
RU,,Elementary Classroomteacher-kinder.
RU,23296,Elementary Principal
RU,,Elementary School Administrator
RU,,Elementary School Principal
RU,,Elementary Teacher Kindergarten
RU,,Elementary Teacher-Kindergarten
RU,,HEALTH CLERK
RU,23302,Health Clerk
RU,,High School Counselor
RU,,Instructional Specialist
RU,,Interpreter / Translator
RU,,Kindergarten Teacher
RU,,Learning Handicapped Special Day Class Teacher
RU,,MH-SDC Teacher
RU,,MH/SDC teacher
RU,,Middle School Administrator
RU,24140,Middle School Principal
RU,,Moderate Severe Special Education Teacher
RU,,PRINCIPAL
RU,,Parent Liaison
RU,,Placement/Transportation Technician
RU,,Pre school teacher
RU,,Principal
RU,,Principal 
RU,24147,Psychologist
RU,,RSP Teacher
RU,,RSP teacher
RU,,RSP/ special ed
RU,,Registration Manager
RU,,Resource Specialist
RU,,Resource Specialist  Teacher Elementary- K-5
RU,,Resource Specialist  Teacher- High School
RU,24150,Resource Specialist - High School
RU,,Resource Specialist - Middle School
RU,,Resource Specialist Elementary K-5
RU,,Resource Specialist Teacher
RU,,Resource Specialist Teacher Elementary K-5
RU,,Resource Specialist Teacher Elementary k-5
RU,,Resource Specialist Teacher Middle School
RU,,SCHOOL SECRETARY
RU,,SDC Teacher
RU,24153,School Nurse
RU,24154,School Secretary
RU,24156,Secondary Counselor
RU,,Secretary
RU,24158,Secretary I
RU,24159,Secretary II
RU,24160,Secretary III
RU,24164,Special Day Class Teacher
RU,,Special Day Class/Severely Emotionally Disturbed Teacher K-12
RU,,Special ED Teacher - Severely Emotionally Disturbed
RU,,Special Ed  - Special Day Class Teacher
RU,,Special Ed Teacher - Multiple Handicapped 
RU,,Special Ed Teacher - Multiple Handicapped Classroom Teacher
RU,,Special Ed Teacher - Special Day Class
RU,,Special Ed Teacher - Special Day Class 
RU,24165,Special Education Counselor
RU,,Special Education Emotionally Disturbed (ED) K-12
RU,,Special Education Teacher
RU,,Special Education Teacher - Multiple Handicapped
RU,,Special Education Teacher Multiple Handicapped Classroom Teacher
RU,,"Special Education Teacher,  Multiple Handicapped Classroom Teacher"
RU,,"Special Education Teacher, MH/Life Skills/Community"
RU,,Special Education Teacher-
RU,,Special Education teacher of MH
RU,,Speech Language Pathologist
RU,,Speech Pathologist
RU,,Speech Therapist
RU,,Speech and Language Pathologist
RU,,State Perschool Teacher
RU,,State Preschool Teacher
RU,,Teacher
RU,,adapted p.e. specialist
RU,,child development teacher
RU,,classroom teacher-K
RU,,clerk typist II
RU,,clerk typist II bilingual
RU,,counselor
RU,,elem. classroom teacher - k
RU,,elementary administrator
RU,,health clerk
RU,,psychologist
RU,,rsp teacher
RU,,school counselor
RU,,school secretary
RU,,special ed teacher
RU,,teacher
RU,,teacher SDC
RU,,
RV,,Adaptive PE/ Full Inclusion case manager
RV,,Business Clerk
RV,,Nurse
RV,,Principal
RV,,Psychologist
RV,,RSP
RV,,RSP Teacher
RV,,Resource Specialist
RV,,SDC Teacher
RV,,School Psychologist
RV,,Speech and Language Therapist
RV,,Teacher
RV,,school counselor/counseling coordinator
SC,,Assistant Principal
SC,,Assistant Principal  
SC,,Bilingual/Secretary Clerk
SC,,Coordinator
SC,24115,Coordinator of Student Services
SC,,Counselor
SC,,Dean
SC,24524,Director of Student Services
SC,,Dispatcher
SC,,Elementary & Secondary Counselor
SC,,Elementary Classroom Teacher Grades 1-3
SC,24526,Elementary Counselor
SC,24527,Elementary School Secretary
SC,,Elementary Shool Secretary
SC,,High School Assistant Principal
SC,24530,High School Dean
SC,,Language Speech Hearing Specialist
SC,,Principal
SC,24532,Program Specialist
SC,24536,School Nurse
SC,24537,School Principal
SC,,School Prinicipal
SC,24538,School Psychologist
SC,,Seconary Counselor
SC,24539,Secondary Assistant Principal
SC,24541,Secondary Counselor
SC,24543,Secondary School Secretary
SC,24544,Secretary Clerk
SC,,Secretary/Clerk
SC,,Senior Secretary Clark
SC,24545,Senior Secretary Clerk
SC,,Speech Language Hearing Specialist
SC,,Speech Language Pathologist
SC,,Speech Pathologist
SC,,Teacher
SC,24547,Teacher/SST Coordinator
SC,24549,Transportation Supervisor
SC,,counselor
SC,,school counselor
SC,,secondary counselor
SD,, School Psychologist
SD,, Senior Physical Therapy Specialist
SD,23879,Administrative Aide
SD,23880,Administrative Assistant I
SD,,Administrative Secretary II
SD,23883,Audiologist
SD,23884,Audiometrist
SD,,Clerk Typist I
SD,,Community Assistant I
SD,23898,District Counselor
SD,,District Counselor/MAA Manager
SD,,District counselor
SD,23916,Hearing Specialist
SD,,"Itinerant Teacher, Communicatively Handicapped"
SD,,Licensed Mental Health Clinican
SD,23923,Licensed Mental Health Clinician
SD,23924,Mental Health Case Worker
SD,,Nursing and Wellness Program Manager
SD,,Occupational  Therapy Specialist
SD,23926,Occupational Therapy Assistant
SD,23927,Occupational Therapy Specialist
SD,,Occupational Therapy Specialist 
SD,,Occupational Therapy specialist
SD,,Occupational therapy Assistant
SD,,Occupational therapy assistant 
SD,,Occupational therapy specialist
SD,23929,Physical Therapy Specialist
SD,,Physical therapy assistant
SD,23930,Physician
SD,23931,Principal
SD,23932,Professional Expert
SD,,Professional Expert/MAA Manager
SD,,Program Manager-Special Education
SD,,"Resource Nurse, MAA Coordinator"
SD,,SPEECH-LANGUAGE PATHOLOGIST
SD,23945,School Clerical Assistant
SD,23947,School Nurse
SD,,School Nurse 
SD,23948,School Psychologist
SD,,School Psychologist 
SD,,School nurse
SD,,School psychologist
SD,23949,Secondary Counselor
SD,23950,Secondary Head Counselor
SD,,Secondary counselor
SD,23954,Senior Occupational Therapy Specialist
SD,23956,Senior School Psychologist
SD,,Senior School Psychologist/MAA Manager
SD,23957,Senior Speech-Language Pathologist
SD,23960,Special Education Health Technician
SD,23965,Speech-Language Pathologist
SD,,Speech-Language Pathologist & MAA Coordinator
SD,,Speech-Language pathologist
SD,,Speech-language Pathologist
SD,,Speech-language pathologist
SD,,Translator-Interpreter
SD,,Translator-Interpreter Supervisor
SD,23972,Vice Principal
SD,23973,Vocational Rehabilitation Counselor
SD,,clerk typist III
SD,,district counselor
SD,,occupational therapy assistant
SD,,occupational therapy specialist
SD,,principal
SD,,project resource teacher
SD,,school nurse
SD,,school psychologist
SD,,school psychologist 
SD,,secondary head counselor
SD,,speech-language pathologist
SD,,translator-interpreter
SF,,2586 - School Health Worker
SF,,2586 Health Worker II
SF,,CHOW
SF,24129,Community Health Outreach Worker
SF,,Community Health Outreach Worker - Ida B Wells
SF,,Director
SF,23980,Health Worker II
SF,23985,Learning Support Consultant
SF,,Learning Support Professional
SF,,Learning Support Professional 
SF,,Nurse (Lincoln High Wellness Ctr)
SF,,Occupational Therapist
SF,,Physical Therapist Assistant
SF,23988,Principal
SF,23998,Psychologist
SF,,Psychologist 
SF,,R-34 Site Nutrition Coordinator
SF,,R30 Community Health Outreach Worker
SF,,R33- Learning Support Professional
SF,,R34 - Site Nutrition Coordinator
SF,,R34 Site Nutrition Coordinator
SF,24001,School District Nurse
SF,,School Nurse
SF,,School Psychologist
SF,24002,School Social Worker
SF,24006,Site Manager
SF,,Site Manager Multiple Sites
SF,24007,Site Nutrition Coordinator
SF,,Site Nutrition Coordinator (SNC)
SF,,Social Worker
SF,,Social Worker/LSP
SF,,Speech Language Pathologist
SF,,Speech Language Therapist
SF,,Speech Path
SF,,Speech Pathologist
SF,,Speech and Language Pathologist
SF,,Speech-language pathologist
SF,,Speech/Language Specialist
SF,,Supervisor
SF,,Teacher On Special Assignment
SF,,Wellness Coordinator
SF,,Wellness Coordinator - Certificated
SF,,Wellness Coordinator/Learning Support Professional
SF,,learning support professional
SF,,learning support professional/social worker
SF,,pediatric nurse practitioner
SF,,psychologist
SF,,school district nurse
SF,,speech pathologist
SF,,
SG,,Adapted Physical Education Teacher
SG,24014,Administrative Assistant - Pupil Personnel
SG,24015,Assistant Principal - Middle School
SG,,Classroom Teacher
SG,,Counselor
SG,,"Director II, Special Edcuation"
SG,,Director Pupil Personnel Services
SG,24031,Elementary Principal
SG,24033,Elementary School Counselor
SG,,Elementary School Principal
SG,24035,English Language Transition Counselor
SG,24036,Health Services Aide
SG,,High School  Assistant Principal
SG,24038,High School Assistant Principal
SG,,High School Counselor
SG,,High School Principal
SG,,Language/Speech Pathologist
SG,,Middle School Asst. Principal
SG,,Middle School Counselor
SG,24042,Occupational Therapist
SG,24043,Occupational Therapist Assistant
SG,24044,Preschool Special Day Class Teacher
SG,24046,"Principal, Middle School"
SG,24048,Psychologist
SG,24050,Resource Specialist Program Teacher
SG,,School Nurse
SG,,Special Education - Program Specialist
SG,,Speech & Language Pathologist
SG,,Speech and Language Assistant
SG,,Speech and Language Pathologist
SG,,Teacher
SG,,health services aide
SG,,lead nurse
SH,, School Nurse
SH,,Afterschool Paraprofessional
SH,,Career Resource Technician
SH,,Family Resource Coordinator
SH,,Family Support 
SH,,Principal Elementary School
SH,,Psychologist
SH,,Resource Teacher
SH,,Resource and DIS Small Group Teacher
SH,,School Nurse 
SH,,Special Day Class Teacher
SH,,Special Day Teacher
SH,,Speech Therapist
SH,,Student Services Technician
SH,,Superintendent
SH,,Teacher
SH,,Transportation Supervisor
SI,,Assistant Principal
SI,,Counselor
SI,,District Nurse
SI,24783,Executive Director/SELPA
SI,,HS Counselor
SI,,Infant care/Parenting
SI,,LEP Bilingual/Interpreter Clerk
SI,,Learning Specialist
SI,,Office Mgr.
SI,,Parapro/MAA/LEA Medi-cal Co- Coordinator
SI,24788,Principal
SI,,Psychologist
SI,,RSP Teacher
SI,,Resource Specialist
SI,,SDC Teacher
SI,,STD Teacher
SI,,School Counselor
SI,,School Psychologist
SI,,Special Education Specialist
SI,,Speech / Language Specialist
SI,,Speech/Language Preschool Specialist
SI,,Speech/Language Specialist
SI,24791,Teacher
SI,,counselor
SR,,Administrative Assistant I
SR,,College Nurse Practitioner
SR,,College Physician
SR,,"Director, Student Health Services"
SR,,Marriage and Family Therapist
SR,,Medical Assistant
SR,,Program Coordinator-Student Psychological Services
SR,,Psychologist
SS,,Assistant Principal
SS,24827,Assistant Principal - Elementary School
SS,24828,Certified Occupational Therapy Assistant
SS,24829,Director of Special Education
SS,24830,District Psychologist
SS,24831,Educational Audiologist
SS,24833,Occupational Therapist
SS,24834,Preschool Program Director
SS,,Principal
SS,24836,Principal - Elementary School
SS,24837,Program Coordinator - Special Education
SS,,Psychologist
SS,24838,School Nurse
SS,24839,Secretary
SW,,Admin Secretary
SW,,Administrative Analyst
SW,,Assistant Superintent Business Services
SW,,Asst. Superintendent Education Services
SW,25018,Clerk Typist
SW,,Coordinator/Psychologist
SW,,Director of Special Programs
SW,,Paraprof/Health-bil
SW,,Paraprofessional - Health
SW,,Principal
SW,,RSP Specialist
SW,,SDC/LH 7/8 Teacher
SW,,SDC/LH K-6 Teacher
SW,,SDC/SH 3-6 Teacher
SW,,SDC/SH K-2 Teacher
SW,,SDC/SH Preschool Teacher
SW,24820,School Secretary
SW,,Special Day -LH Specialist
SW,,Special Ed Teacher
SW,,Speech and Language Specialist
SW,,Speech-Language Pathologist
SW,,Speech/Langauage Specialist
SW,,Superintendent
TC,,Assistant Principal
TC,,Asst. Principal - Elementary
TC,,Asst. Principal - High School
TC,24898,Clerk I
TC,24899,Clerk II
TC,24900,Clerk III
TC,24901,Community Liaison
TC,,Coordinator - Special Education/Student Services
TC,,Counselor
TC,,Occupational Therapist
TC,,Principal
TC,,Principal - Alternative
TC,,Principal - Elementary
TC,,Principal - Intermediate
TC,,Program Supervisor Child Dev. & School Age Program
TC,24914,Registrar
TC,24917,School Health Assistant
TC,24918,School Nurse
TC,24919,School Psychologist
TC,24921,Site Lead Secretary
TC,24924,Speech & Language Pathologist
TC,,Speech and Language Pathologist
TC,,Speech-Language Pathologist
TR,,Bilingual Secretary/Office Clerk
TR,,Business Manager/MAA Coordinator
TR,,Resource Specialist Teacher
TR,,School Nurse
TR,,Speech & Language Specialist
TR,,Superintendent/Principal
TV,,"Director, Special Education"
TV,,District Health Services/Mandate Compliance Coordinator
TV,,Outreach Consultant 1
TV,,Outreach Consultant II
TV,,Principal
TV,,Program Coordinator/Site Supervisor
TV,,Resource Specialist Program Teacher
TV,,School Nurse
TV,,School Psychologist
TV,,Special Education/Resource Specialist Program Teacher
TV,,Special Education/Special Day Class Teacher
TV,,Speech Therapist
TV,,Superintendent
UE,,Lauguage & Speech Pathologist
UE,,Middle School Principal
UE,,Principal / Superintendent
UE,,Psychologist
UE,,Support Services Secretary
UH,,Assistant Principal
UH,,Counselor
UH,,Superintendent/Principal
UP,,Case Manager
UP,24968,Community Resource Worker
UP,24972,Director of Attendance and Discipline
UP,24977,District Nurse
UP,,Elementary School Acting Principal
UP,24979,Elementary School Principal
UP,24980,Health Technician
UP,24981,High School Assistant Principal
UP,,"High School Principal, Curriculum and Instruction"
UP,,High School Vice Principal  
UP,24989,Junior High School Assistant Principal
UP,24990,Junior High School Principal
UP,24991,Occupational Therapist
UP,,Pre School Coordinator
UP,,Program Coordinator Support Services
UP,24996,School Counselor
UP,24999,School Psychologist
UP,,School counselor
UP,,Speech Language and Hearing Specialist
UP,,Speech-Language &  Hearing Specialist
UP,,Speech-Language and Hearing  Specialist
UP,25002,Speech-Language and Hearing Specialist
UP,,case manager
UP,,health technician
UP,,"speech.language,&hearing specialist"
WH,,Assist. Principal
WH,,"Assist. Principal, Activities"
WH,,"Assist. Principal, Curriculum"
WH,,"Assist. Principal, Guidance"
WH,24465,Behavior Specialist
WH,,Bilingual  Instructional Aide
WH,,Bridges/So. Security Admin
WH,,Cal Safe/Infant Dev. Ctr
WH,,Clerical
WH,,Clerk II
WH,,Clerk III
WH,,"Clerk III, SEC"
WH,,"Clerk III, SV"
WH,,"Clerk, CHS"
WH,,"Coordinator, Sp Education"
WH,,Counselor
WH,,"Counselor, CHS"
WH,,"Counselor, LSHS"
WH,,"Counselor, PHS"
WH,,"Counselor, SFHS"
WH,,"Counselor, SV"
WH,,"Counselor, WHS"
WH,,"Director of Accountability, Staff Development, and Educaitonal Technology"
WH,,"Director, Alternative Education"
WH,,"Director, Curriculum"
WH,24472,District Nurse
WH,24473,Executive Director
WH,,Health Clerk
WH,24475,Instructional Aide
WH,,Job Dev./Placement Spec.
WH,,Job Developer
WH,,Mentor/Rehabilitation
WH,,Orientation & Mobility Specialist
WH,,Principal
WH,,Program Specialist
WH,24487,Psychologist
WH,,Pupil Personnel Spec.
WH,24489,Registrar
WH,,Resource Specialist
WH,,Resource Specialist 50%
WH,,Resources Specialist
WH,,SLP/A
WH,,SLPA
WH,,SLPA/A
WH,,SV Teacher
WH,24491,School Counselor
WH,,School Psychologist
WH,,Secretary IV
WH,,Special Day Class
WH,,Special Day Class 50%
WH,,Special Day Visually Impaired
WH,,Speech & Language
WH,,Speech & Language 
WH,,Speech Language Pathologist
WH,,Superintendent
WH,,TVI
WH,,Teacher
WH,,Transition Instructor SH
WH,,Vocational Coordinators
WH,,Work Skills
WR,,Principal
WR,,Psychologist 
WR,,Resource Specialist Teacher
WR,,School Nurse
WR,,Special Day Class Teacher
WR,,"Special Ed, Student Services "
WR,,Special Education Coordinator
WR,,Speech & Language Specialist
WR,,Speech Therapist
WR,,Superintendent
WR,,school nurse
WU,,Middle School Counselor
WU,,Principal
WU,,Psychologist
WU,,SDC Teacher
WU,,School Principal
WU,,School Psychologist
WU,,Special Day Class Teacher
WU,,Special Ed Teacher
WU,,Special Education Coordinator
WU,,Special Education Teacher
WU,,Special Education Teacher 
WU,,Special Education Teacher/Self Contained Learning Handicapped Special Class
WU,,Teacher
WU,,"Teacher, Full Inclusion"
XX,,Community Liaison
XX,,Elementary School Principal
XX,,Health Aide
XX,,Job Classification B
XX,,Occupational Therapist
XX,,Program Specialist
XX,,Psychologist
XX,,School Nurse
XX,,School Psychologist
XX,,Teacher
XX,,dsafsdfsdf
XX,,test job class STAR
